iid,gender,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_c
45,1,21,0,0.01,0,21,4,0,6,8,8,6,8,4,5,2,2,28,Finance,8,,2,6,6,banker / academia,1,7,8,8,7,9,6,7,7,2,7
45,1,22,1,-0.02,0,27,1,1,6,7,7,4,6,6,6,6,2,28,Finance,8,,2,6,6,banker / academia,1,7,7,7,5,6,5,6,5,2,7
45,1,23,1,-0.1,0,21,4,1,6,7,7,6,7,5,7,5,2,28,Finance,8,,2,6,6,banker / academia,1,7,8,7,6,6,6,7,7,2,7
45,1,24,0,-0.19,1,27,2,0,7,7,8,,8,,8,6,2,28,Finance,8,,2,6,6,banker / academia,1,6,6,6,6,5,5,5,6,2,7
45,1,25,0,-0.01,1,25,2,0,6,8,7,5,8,7,7,5,2,28,Finance,8,,2,6,6,banker / academia,1,7,6,6,7,6,6,7,7,2,7
45,1,26,0,-0.06,1,23,2,0,4,7,6,1,4,3,2,2,2,28,Finance,8,,2,6,6,banker / academia,1,7,6,8,7,6,7,8,7,2,7
45,1,27,0,-0.27,0,22,3,0,3,6,6,4,5,1,1,2,2,28,Finance,8,,2,6,6,banker / academia,1,8,8,7,8,6,7,8,7,2,7
45,1,28,0,,1,26,2,0,4,6,5,3,3,3,3,3,2,28,Finance,8,,2,6,6,banker / academia,1,7,7,7,6,6,6,8,7,2,7
45,1,29,1,0.08,1,22,2,1,6,8,7,4,7,2,6,4,2,28,Finance,8,,2,6,6,banker / academia,1,8,8,6,7,6,6,7,7,2,7
45,1,30,0,-0.41,1,23,2,0,4,5,5,2,6,5,4,3,2,28,Finance,8,,2,6,6,banker / academia,1,6,6,6,6,6,5,6,6,2,7
45,1,31,0,-0.38,1,24,2,0,4,5,7,3,6,4,5,4,2,28,Finance,8,,2,6,6,banker / academia,1,9,8,8,7,8,6,8,7,2,7
45,1,32,0,-0.19,0,27,4,0,8,8,9,5,9,6,8,5,2,28,Finance,8,,2,6,6,banker / academia,1,9,8,8,8,8,7,7,7,2,7
45,1,33,0,-0.41,1,30,2,0,6,6,7,3,7,3,5,2,2,28,Finance,8,,2,6,6,banker / academia,0,6,5,7,5,7,5,6,7,2,7
45,1,34,0,-0.05,0,21,4,0,4,5,6,5,6,5,5,3,2,28,Finance,8,,2,6,6,banker / academia,1,7,7,7,7,7,7,7,7,2,7
45,1,35,1,-0.01,1,25,2,1,7,8,9,7,8,9,8,8,2,28,Finance,8,,2,6,6,banker / academia,1,8,6,7,6,7,7,7,7,2,7
45,1,36,0,-0.06,1,26,2,0,2,2,5,2,8,4,3,5,2,28,Finance,8,,2,6,6,banker / academia,1,7,7,8,7,7,7,7,7,2,7
45,1,37,0,-0.01,1,27,2,0,6,4,7,4,5,2,4,3,2,28,Finance,8,,2,6,6,banker / academia,1,6,7,6,6,5,6,7,7,2,7
45,1,38,0,-0.19,0,23,1,0,6,6,8,3,8,3,4,1,2,28,Finance,8,,2,6,6,banker / academia,1,6,6,7,9,7,7,7,7,2,7
45,1,39,0,-0.08,0,24,3,0,4,5,7,1,5,1,5,1,2,28,Finance,8,,2,6,6,banker / academia,0,5,7,5,5,6,5,5,7,2,7
46,1,21,0,0.22,0,21,4,0,6,8,8,6,8,5,8,2,2,26,Finanace,8,,2,2,3,banker,0,6,7,10,8,9,8,8,6,2,7
46,1,22,0,-0.33,0,27,1,1,8,7,7,7,6,7,7,4,2,26,Finanace,8,,2,2,3,banker,0,5,8,5,5,6,5,5,5,2,7
46,1,23,0,-0.52,0,21,4,1,7,6,7,7,7,6,7,5,2,26,Finanace,8,,2,2,3,banker,0,6,8,9,8,8,9,8,6,2,7
46,1,24,0,0.24,1,27,2,1,9,8,7,8,,8,8,7,2,26,Finanace,8,,2,2,3,banker,0,7,8,8,8,7,9,8,5,2,7
46,1,25,0,-0.24,1,25,2,0,7,8,8,6,10,6,8,7,2,26,Finanace,8,,2,2,3,banker,1,10,8,7,8,7,8,9.5,6,1,7
46,1,26,0,0.22,1,23,2,0,7,4,5,6,5,4,6,5,2,26,Finanace,8,,2,2,3,banker,1,10,9,9,10,7,8,9.5,7,2,7
46,1,27,1,0.29,0,22,3,1,8,7,6,6,4,4,6,5,2,26,Finanace,8,,2,2,3,banker,1,9,8,8,8,7,9,9.5,7,2,7
46,1,28,1,,1,26,2,1,7,8,8,8,5,9,7.5,6.5,2,26,Finanace,8,,2,2,3,banker,1,7,7,7,7,7,9,8,7,2,7
46,1,29,0,0.1,1,22,2,1,8,6,6,5,,,7,4,2,26,Finanace,8,,2,2,3,banker,0,6,7,6,8,7,7,7,6,,7
46,1,30,0,-0.02,1,23,2,0,8,7,7,7,5,5,7,6,2,26,Finanace,8,,2,2,3,banker,0,6,8,8,9,8,6,7,5,2,7
46,1,31,0,-0.34,1,24,2,0,9,6,7,7,6,5,7,4,2,26,Finanace,8,,2,2,3,banker,1,9,6,7,6,7,8,8,5,2,7
46,1,32,0,-0.33,0,27,4,0,8,9,8,,8,7,8,5,2,26,Finanace,8,,2,2,3,banker,1,8,9,8,7,10,7,8,7,2,7
46,1,33,0,-0.49,1,30,2,0,8,7,9,5,6,4,6,2,2,26,Finanace,8,,2,2,3,banker,0,6,8,7,8,8,8,7,5,2,7
46,1,34,1,-0.08,0,21,4,1,9,8,9,7,8,,8,8,2,26,Finanace,8,,2,2,3,banker,1,7,7,7,9,8,7,8,6,2,7
46,1,35,1,0.01,1,25,2,1,8,8,9,9,8,10,8,8,2,26,Finanace,8,,2,2,3,banker,1,8,8,8,6,9,8,8,5,2,7
46,1,36,0,0.29,1,26,2,0,2,5,4,3,4,2,3,5,2,26,Finanace,8,,2,2,3,banker,0,6,7,8,6,9,7,6,4,2,7
46,1,37,0,0.09,1,27,2,1,8,5,9,7,6,5,6,6,2,26,Finanace,8,,2,2,3,banker,0,6,8,9,8,9,7,7,4,2,7
46,1,38,0,-0.32,0,23,1,0,10,6,6,9,5,3,6,2,2,26,Finanace,8,,2,2,3,banker,1,8,8,8,10,8,7,8,5,2,7
46,1,39,0,-0.17,0,24,3,0,8,6,9,9,6,,5,2,2,26,Finanace,8,,2,2,3,banker,0,6,8,7,9,7,6,8,5,2,7
47,1,21,0,-0.06,0,21,4,0,4,7,7,4,7,3,5,1,2,30,Finance&Economics,8,,2,2,2,Academic,1,9,5,6,5,5,7,5,6,2,2
47,1,22,0,0.27,0,27,1,0,5,7,7,6,6,5,5,4,2,30,Finance&Economics,8,,2,2,2,Academic,1,,5,6,5,6,3,4,6,2,2
47,1,23,0,0.21,0,21,4,0,5,6,7,6,6,6,6,5,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,6,6,4,7,4,6,5,2,2
47,1,24,0,0.04,1,27,2,0,5,7,7,7,7,7,7,7,2,30,Finance&Economics,8,,2,2,2,Academic,1,6,6,6,5,6,4,6,6,2,2
47,1,25,0,-0.05,1,25,2,0,3,8,9,8,10,5,8,4,2,30,Finance&Economics,8,,2,2,2,Academic,1,6,7,5,5,5,2,6,5,2,2
47,1,26,0,-0.05,1,23,2,0,3,7,6,4,6,2,2,2,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,6,6,6,6,6,6,6,2,2
47,1,27,0,-0.28,0,22,3,0,1,4,5,4,4,4,3,5,2,30,Finance&Economics,8,,2,2,2,Academic,1,7,5,6,6,4,5,7,6,2,2
47,1,28,0,,1,26,2,0,4,6,6,5,4,3,2,5,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,6,7,5,7,5,7,6,2,2
47,1,29,0,0.04,1,22,2,0,5,6,6,7,6,,6,4,2,30,Finance&Economics,8,,2,2,2,Academic,0,5,6,5,6,7,2,6,5,,2
47,1,30,0,0.09,1,23,2,0,5,5,5,7,7,6,8,6,2,30,Finance&Economics,8,,2,2,2,Academic,0,9,5,6,3,6,3,6,6,2,2
47,1,31,0,-0.27,1,24,2,0,2,3,4,2,6,2,4,3,2,30,Finance&Economics,8,,2,2,2,Academic,1,7,6,6,5,7,5,6,2,2,2
47,1,32,0,0.06,0,27,4,0,7,9,8,7,8,8,6,5,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,7,7,6,5,5,6,4,2,2
47,1,33,0,-0.18,1,30,2,0,4,5,6,7,7,4,6,2,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,6,7,6,6,3,6,6,2,2
47,1,34,0,0.12,0,21,4,0,3,3,5,3,5,3,5,4,2,30,Finance&Economics,8,,2,2,2,Academic,1,5,6,7,7,7,6,6,6,2,2
47,1,35,0,-0.21,1,25,2,0,5,6,8,8,7,8,6,8,2,30,Finance&Economics,8,,2,2,2,Academic,1,7,5,6,5,6,4,6,3,2,2
47,1,36,0,0.16,1,26,2,0,1,3,5,1,2,1,1,6,1,30,Finance&Economics,8,,2,2,2,Academic,1,6,6,6,5,8,4,5,6,2,2
47,1,37,0,0.32,1,27,2,0,3,5,7,6,6,6,5,5,2,30,Finance&Economics,8,,2,2,2,Academic,0,,3,8,4,6,3,4,4,2,2
47,1,38,0,-0.14,0,23,1,0,7,9,7,7,4,3,8,2,2,30,Finance&Economics,8,,2,2,2,Academic,1,6,7,7,6,6,6,6,5,2,2
47,1,39,1,0.12,0,24,3,1,5,5,8,8,5,7,7,5,2,30,Finance&Economics,8,,2,2,2,Academic,1,3,7,6,5,5,6,5,6,2,2
48,1,21,0,-0.08,0,21,4,0,7,7,7,5,6,3,6,1,2,22,Undergrad - GS,12,,2,9,2,Music production,0,3,8,5,5,8,3,4,2,2,6
48,1,22,0,0.73,0,27,1,1,7,7,7,7,7,6,7,4,2,22,Undergrad - GS,12,,2,9,2,Music production,0,4,6,6,5,,3,5,1,2,6
48,1,23,0,0.58,0,21,4,0,6,6,6,8,6,5,6,5,2,22,Undergrad - GS,12,,2,9,2,Music production,0,4,6,6,4,3,3,3,2,2,6
48,1,24,0,0.05,1,27,2,0,7,7,7,8,7,,7,6,2,22,Undergrad - GS,12,,2,9,2,Music production,0,6,8,8,5,,3,5,3,2,6
48,1,25,0,0.38,1,25,2,0,7,8,8,8,6,6,7,6,2,22,Undergrad - GS,12,,2,9,2,Music production,1,9,8,7,8,,5,8,7,2,6
48,1,26,0,0.29,1,23,2,0,6,5,5,7,6,3,4,4,2,22,Undergrad - GS,12,,2,9,2,Music production,1,9,8,7,9,,8,9,8,2,6
48,1,27,0,-0.35,0,22,3,0,4,6,4,5,6,7,3,1,2,22,Undergrad - GS,12,,2,9,2,Music production,1,8,8,5,6,,7,7,6,2,6
48,1,28,0,,1,26,2,0,6,6,5,6,4,4,4,4,2,22,Undergrad - GS,12,,2,9,2,Music production,0,7,8,5,6,3,3,5,2,2,6
48,1,29,0,0.11,1,22,2,1,8,7,8,8,8,6,8,5,2,22,Undergrad - GS,12,,2,9,2,Music production,0,6,8,9,5,9,3,5,7,2,6
48,1,30,0,0.39,1,23,2,0,7,7,5,7,5,7,8,7,2,22,Undergrad - GS,12,,2,9,2,Music production,0,5,6,5,4,,3,4,4,2,6
48,1,31,1,0.52,1,24,2,1,8,9,8,8,8,8,8,8,2,22,Undergrad - GS,12,,2,9,2,Music production,1,7,7,7,8,,,8,5,2,6
48,1,32,0,0.52,0,27,4,0,7,8,7,9,6,4,7,2,2,22,Undergrad - GS,12,,2,9,2,Music production,0,5,6,8,5,8,3,4,3,2,6
48,1,33,0,0.21,1,30,2,1,8,7,6,6,7,8,7,3,2,22,Undergrad - GS,12,,2,9,2,Music production,0,5,8,8,5,,3,5,5,2,6
48,1,34,0,0.43,0,21,4,0,5,4,3,3,2,2,4,4,2,22,Undergrad - GS,12,,2,9,2,Music production,1,7,7,7,5,5,3,7,3,2,6
48,1,35,0,0.45,1,25,2,1,8,8,7,8,7,6,7,7,2,22,Undergrad - GS,12,,2,9,2,Music production,0,7,7,8,5,5,4,6,6,2,6
48,1,36,0,0.28,1,26,2,0,3,1,2,2,2,3,2,5,2,22,Undergrad - GS,12,,2,9,2,Music production,0,6,8,7,7,9,4,6,7,2,6
48,1,37,0,0.57,1,27,2,1,8,5,6,9,4,6,7,6,2,22,Undergrad - GS,12,,2,9,2,Music production,0,3,6,6,5,4,4,4,3,2,6
48,1,38,0,0.37,0,23,1,1,8,6,5,8,5,3,8,4,2,22,Undergrad - GS,12,,2,9,2,Music production,0,7,7,7,8,,6,8,4,2,6
48,1,39,0,0.5,0,24,3,1,8,5,6,7,5,5,7,3,2,22,Undergrad - GS,12,,2,9,2,Music production,0,3,5,5,6,5,3,4,3,2,6
49,1,21,0,0.28,1,21,4,1,9,9,10,9,9,8,9,5,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,0,6,7,8,4,6,4,6,6,2,7
49,1,22,0,-0.08,0,27,1,0,6,7,7,5,7,4,5,3,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,0,7,8,7,7,7,,7,4,2,7
49,1,23,0,-0.23,1,21,4,1,7,7,6,7,6,7,8,6,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,0,7,8,8,6,7,3,6,5,2,7
49,1,24,0,-0.04,0,27,2,0,6,,,8,,6,6,5,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,7,6,5,6,7,7,4,2,7
49,1,25,0,0.06,0,25,2,0,8,8,9,8,9,8,9,8,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,9,8,7,8,6,5,8,4,2,7
49,1,26,0,0.02,0,23,2,0,5,8,8,7,7,6,5,5,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,9,8,7,7,7,8,8,6,2,7
49,1,27,0,0.13,0,22,3,0,4,5,4,5,6,,2,3,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,8,8,7,7,7,0,7,5,2,7
49,1,28,0,,0,26,2,0,3,5,7,5.5,5,4,4,3,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,8,8,7,6,,7,5,2,7
49,1,29,0,0.2,0,22,2,0,7,5,6,8,6,4,5,6,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,8,8,7,6,5,7,5,2,7
49,1,30,1,0.16,0,23,2,1,8,7,7,7,7,7,9,7,1,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,7,7,7,7,,7,6,2,7
49,1,31,1,-0.57,0,24,2,1,7,8,8,6,7,5,7,8,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,9,7,8,8,9,,8,4,2,7
49,1,32,0,0,1,27,4,0,6,8,9,9,6,6,7,5,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,7,8,7,7,6,6,3,2,7
49,1,33,0,-0.15,0,30,2,0,6,7,8,5,7,5,7,2,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,7,7,8,8,8,7,8,6,2,7
49,1,34,1,-0.01,1,21,4,1,7,8,8,7,8,6,7,7,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,8,8,7,6,7,6,6,9,2,7
49,1,35,1,0.18,0,25,2,1,7,9,9,9,9,10,8,8,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,8,8,10,5,6,5,7,4,2,7
49,1,36,1,0,0,26,2,1,4,5,8,8,10,8,8,5,1,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,8,8,7,7,10,5,8,4,2,7
49,1,37,0,-0.01,0,27,2,0,6,5,5,4,4,4,3,3,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,0,6,8,8,6,8,3,7,4,2,7
49,1,38,1,-0.36,0,23,1,1,9,9,9,8,5,3,7,2,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,1,8,7,7,8,8,4,8,6,2,7
49,1,39,0,-0.32,0,24,3,0,5,7,7,7,9,,6,3,2,25,Mathematical Finance,8,,4,1,3,Entrepreneur,0,7,8,7,8,4,5,7,4,2,7
50,1,21,0,0.27,0,21,4,0,5,7,7,7,7,6,6,1,2,27,Law,1,,1,4,4,lawyer,0,5,8,8,,,,7,7,2,1
50,1,22,0,0.12,1,27,1,1,5,6,7,7,7,7,6,6,2,27,Law,1,,1,4,4,lawyer,0,6,8,7,6,,,7,7,,1
50,1,23,0,0.05,0,21,4,1,6,6,7,8,8,7,7,5,2,27,Law,1,,1,4,4,lawyer,0,5,,7,6,,,7,,2,1
50,1,24,0,-0.12,0,27,2,0,6,8,,8,,,7,7,2,27,Law,1,,1,4,4,lawyer,1,7,,,9,,,8.5,7,2,1
50,1,25,0,0.35,0,25,2,0,9,8,9,8,10,7,8,7,2,27,Law,1,,1,4,4,lawyer,1,7,,,,,,8,7,2,1
50,1,26,0,0.21,0,23,2,0,7,6,6,7,6,6,8,5,2,27,Law,1,,1,4,4,lawyer,1,8,,,,,,8,7,2,1
50,1,27,1,-0.23,0,22,3,1,6,5,6,7,8,4,4,4,2,27,Law,1,,1,4,4,lawyer,1,8,,,7,,6,8,7,2,1
50,1,28,0,,0,26,2,0,5,8,9,5,8,6,3,5,2,27,Law,1,,1,4,4,lawyer,0,6,8,8,7,8,5,7,7,2,1
50,1,29,0,0.54,0,22,2,1,7,7,7,7,7,,7,5,2,27,Law,1,,1,4,4,lawyer,0,6,,,,,,7,7,2,1
50,1,30,0,0.51,0,23,2,1,7,7,8,8,7,7,8,4,2,27,Law,1,,1,4,4,lawyer,0,6,,,,,,,,2,1
50,1,31,1,-0.04,0,24,2,1,9,7,8,9,8,8,9,9,1,27,Law,1,,1,4,4,lawyer,1,8,8,8,8,8,,7,8,1,1
50,1,32,0,0.12,0,27,4,0,7,8,8,9,8,4,6,3,2,27,Law,1,,1,4,4,lawyer,1,,,,,,,7,7,2,1
50,1,33,0,-0.46,0,30,2,1,7,9,7,7,10,5,7,3,2,27,Law,1,,1,4,4,lawyer,0,6,8,8,8,8,5,7,7,2,1
50,1,34,0,0.68,0,21,4,0,4,4,6,6,7,4,5,5,2,27,Law,1,,1,4,4,lawyer,1,7,7,,,9,,7,7,2,1
50,1,35,1,0.27,0,25,2,1,6,8,8,10,8,9,8,10,2,27,Law,1,,1,4,4,lawyer,1,7,,,,,,7,7,2,1
50,1,36,0,-0.02,0,26,2,0,5,4,8,5,8,3,5,3,2,27,Law,1,,1,4,4,lawyer,0,7,,,,,,7,7,2,1
50,1,37,0,0.02,0,27,2,1,6,3,6,8,4,4,5,4,2,27,Law,1,,1,4,4,lawyer,0,5,,,,,,7,7,2,1
50,1,38,1,0.41,1,23,1,1,8,8,8,9,9,7,7,6,1,27,Law,1,,1,4,4,lawyer,1,,,,,,,7,8,1,1
50,1,39,0,0.02,0,24,3,1,5,6,8,10,8,,7,5,2,27,Law,1,,1,4,4,lawyer,0,,,,,,,8,,2,1
51,1,21,0,0.44,0,21,4,0,7,4,6,4,4,2,2,1,2,23,Law,1,,2,5,10,Law,0,2,8,8,3,2,2,5,3,2,1
51,1,22,0,-0.52,0,27,1,0,3,4,5,4,4,2,2,1,2,23,Law,1,,2,5,10,Law,0,2,2,3,2,2,1,2,1,2,1
51,1,23,0,-0.57,0,21,4,0,7,6,5,4,4,4,6,4,2,23,Law,1,,2,5,10,Law,0,4,6,4,1,1,1,2,5,2,1
51,1,24,0,-0.07,1,27,2,0,6,6,8,7,8,,7,7,2,23,Law,1,,2,5,10,Law,1,7,5,7,6,6,6,6,2,2,1
51,1,25,0,0.11,1,25,2,0,6,5,8,7,10,8,6,7,2,23,Law,1,,2,5,10,Law,0,6,4,7,6,2,2,3,3,2,1
51,1,26,0,0.05,1,23,2,0,6,7,6,5,6,6,6,4,2,23,Law,1,,2,5,10,Law,1,7,3,5,5,3,2,6,6,2,1
51,1,27,0,0.2,0,22,3,0,1,2,6,1,6,2,2,3,2,23,Law,1,,2,5,10,Law,1,8,4,4,7,5,3,6,2,2,1
51,1,28,0,,1,26,2,1,5,4.5,6,4,5.5,6,4.5,4.5,2,23,Law,1,,2,5,10,Law,0,6,7,7,3,2,1,5,9,2,1
51,1,29,0,-0.05,1,22,2,1,6,7,7,4,6,6,6,5,2,23,Law,1,,2,5,10,Law,0,5,8,5,3,3,3,6,5,2,1
51,1,30,0,-0.27,1,23,2,0,5,5,5,2,4,3,4,4,2,23,Law,1,,2,5,10,Law,0,3,5,6,2,6,4,4,7,2,1
51,1,31,0,-0.35,1,24,2,0,4,6,5,5,5,5,5,4,2,23,Law,1,,2,5,10,Law,1,7,7,7,4,5,5,6,5,2,1
51,1,32,0,-0.41,0,27,4,0,5,6,7,6,7,5,5,3,2,23,Law,1,,2,5,10,Law,0,8,7,7,9,5,4,8,1,2,1
51,1,33,0,0.3,1,30,2,0,7,5,9,1,9,2,3,1,2,23,Law,1,,2,5,10,Law,0,6,9,8,6,5,4,6,6,2,1
51,1,34,0,-0.19,0,21,4,0,3,3,4,2,2,2,3,3,2,23,Law,1,,2,5,10,Law,0,6,6,8,2,8,1,6,4,2,1
51,1,35,0,0.09,1,25,2,1,8,8,6,6,7,6,7,5,2,23,Law,1,,2,5,10,Law,0,8,4,8,1,7,1,3,2,2,1
51,1,36,1,-0.47,1,26,2,1,5,2,6,2,5,4,5,6,2,23,Law,1,,2,5,10,Law,1,5,6,8,5,5,2,5,4,2,1
51,1,37,0,-0.47,1,27,2,1,7,4,7,7,6,8,6,2,1,23,Law,1,,2,5,10,Law,0,2,9,9,3,7,7,7,8,1,1
51,1,38,0,-0.3,0,23,1,0,8,7,9,8,8,3,7,1,1,23,Law,1,,2,5,10,Law,0,6,8,8,6,7,7,8,6,1,1
51,1,39,0,-0.46,0,24,3,0,3,1,8,1,9,,1,1,1,23,Law,1,,2,5,10,Law,0,1,8,8,8,8,9,9,8,1,1
52,1,21,0,0.62,0,21,4,0,5,8,8,5,8,2,6,1,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,6,6,8,6,7,6,6,3,2,1
52,1,22,0,0.03,0,27,1,0,3,6,7,5,5,4,2,2,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,4,6,7,6,5,5,4,2,2,1
52,1,23,0,-0.13,0,21,4,0,6,6,5,7,5,6,6,5,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,7,7,6,6,6,5,5,2,2,1
52,1,24,0,-0.01,1,27,2,0,4,,,6,8,7,7,6,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,7,7,9,5,6,2,4,2,2,1
52,1,25,0,0.28,1,25,2,0,5,4,7,5,9,7,5,4,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,8,7,7,7,6,6,7,3,2,1
52,1,26,0,0.06,1,23,2,0,2,7,6,4,4,4,5,4,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,8,7,7,7,6,6,7,3,2,1
52,1,27,0,-0.31,0,22,3,0,1,3,7,1,4,2,1,3,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,8,7,7,6,6,7,7,3,2,1
52,1,28,0,,1,26,2,0,,,,,,,,,,21,Law,1,,2,10,9,Intellectual Property Attorney,0,5,6,7,5,6,5,5,3,2,1
52,1,29,0,0.42,1,22,2,1,6,8,8,5,7,5,8,7,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,5,7,6,7,5,5,5,4,2,1
52,1,30,0,0.11,1,23,2,0,3,7,8,6,7,5,7,7,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,6,7,7,6,6,4,5,4,2,1
52,1,31,0,0.03,1,24,2,0,3,8,8,5,5,5,6,4,1,21,Law,1,,2,10,9,Intellectual Property Attorney,1,8,8,8,6,7,5,7,2,1,1
52,1,32,0,0.17,0,27,4,0,4,7,6,6,9,4,5,3,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,6,7,7,7,6,5,7,3,2,1
52,1,33,0,-0.22,1,30,2,1,9,9,8,9,7,9,8,4,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,5,7,6,6,6,6,5,3,2,1
52,1,34,0,0.35,0,21,4,0,4,4,5,4,5,3,4,3,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,6,6,6,5,5,5,5,3,2,1
52,1,35,0,0.43,1,25,2,0,6,7,10,7,7,9,7,8,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,7,7,8,6,6,5,6,4,2,1
52,1,36,0,-0.15,1,26,2,0,1,5,5,2,5,2,3,6,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,6,6,6,7,5,5,6,3,2,1
52,1,37,1,-0.05,1,27,2,1,2,6,6,6,4,5,5,5,2,21,Law,1,,2,10,9,Intellectual Property Attorney,1,5,7,6,7,6,5,6,4,,1
52,1,38,0,0.32,0,23,1,0,2,9,9,3,8,3,6,2,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,7,7,7,7,7,5,5,3,2,1
52,1,39,0,0.01,0,24,3,1,3,9,9,6,9,,6,2,2,21,Law,1,,2,10,9,Intellectual Property Attorney,0,4,6,6,6,7,5,5,2,2,1
53,1,21,0,-0.08,0,21,4,0,6,8,7,7,7,2,6,1,2,28,Medicine,4,,2,2,2,Medicine,0,6,8,8,7,7,6,7,7,2,4
53,1,22,0,0.5,0,27,1,1,7,7,8,6,7,8,8,5,2,28,Medicine,4,,2,2,2,Medicine,0,6,8,8,7,8,6,7,5,2,4
53,1,23,0,0.49,0,21,4,0,,,,,,,,,,28,Medicine,4,,2,2,2,Medicine,1,7,8,8,7,8,6,7,6,2,4
53,1,24,0,0.48,1,27,2,1,8,,,7,8,8,8,7,2,28,Medicine,4,,2,2,2,Medicine,0,8,8,8,8,7,7,7,7,2,4
53,1,25,0,0.11,1,25,2,0,7,8,9,7,8,5,7,7,2,28,Medicine,4,,2,2,2,Medicine,1,9,8,8,8,8,7,8,8,2,4
53,1,26,0,0.08,1,23,2,0,6,8,8,6,7,5,6,6,2,28,Medicine,4,,2,2,2,Medicine,1,9,9,9,9,8,8,8,8,2,4
53,1,27,0,-0.07,0,22,3,0,6,4,8,3,8,2,3,3,2,28,Medicine,4,,2,2,2,Medicine,1,8,8,8,8,8,7,8,8,2,4
53,1,28,0,,1,26,2,1,6,6,7,5,6,7,8,5.5,2,28,Medicine,4,,2,2,2,Medicine,0,7,8,8,7,8,7,7,7,2,4
53,1,29,0,0.06,1,22,2,1,9,8,8,5,7,,8,5,2,28,Medicine,4,,2,2,2,Medicine,0,6,8,8,7,7,6,7,7,2,4
53,1,30,0,0.16,1,23,2,1,7,7,8,7,9,7,9,6,2,28,Medicine,4,,2,2,2,Medicine,0,6,8,8,7,8,6,7,5,2,4
53,1,31,0,0.4,1,24,2,0,7,7,7,6,6,6,6.5,6,2,28,Medicine,4,,2,2,2,Medicine,1,8,8,9,8,9,7,8,8,2,4
53,1,32,0,0.5,0,27,4,0,7,6,9,8,9,9,7,5,2,28,Medicine,4,,2,2,2,Medicine,1,8,9,9,8,9,7,7,7,2,4
53,1,33,0,-0.24,1,30,2,0,8,7,5,6,7,4,6,3,2,28,Medicine,4,,2,2,2,Medicine,0,7,9,9,7,9,7,7,8,2,4
53,1,34,0,0.24,0,21,4,0,5,4,6,3,7,3,5,4,2,28,Medicine,4,,2,2,2,Medicine,1,8,8,8,8,8,7,8,7,2,4
53,1,35,1,-0.2,1,25,2,1,8,8,8,8,8,6,8,7,2,28,Medicine,4,,2,2,2,Medicine,1,8,7,8,8,8,6,8,6,2,4
53,1,36,0,0.77,1,26,2,1,9,8,8,5,6,7,7,6,2,28,Medicine,4,,2,2,2,Medicine,0,7,8,8,7,8,6,6,7,2,4
53,1,37,0,0.46,1,27,2,1,7,7,7,4,7,4,6,4,2,28,Medicine,4,,2,2,2,Medicine,0,7,8,8,7,8,7,7,7,2,4
